,year,dayFraction,season,temp,lat,long,pm2.5
280,2013,0.3753424657534246,0,31.727500000000003,13.7647,100.5536,19.0
281,2013,0.3780821917808219,0,31.707083333333333,13.7647,100.5536,22.0
282,2013,0.3808219178082191,0,31.686666666666667,13.7647,100.5536,22.0
283,2013,0.3835616438356164,0,30.91454545454546,13.7647,100.5536,21.0
284,2013,0.3863013698630137,0,30.910833333333333,13.7647,100.5536,27.0
285,2013,0.3890410958904109,0,31.64583333333333,13.7647,100.5536,32.0
286,2013,0.3917808219178082,0,32.05416666666667,13.7647,100.5536,26.0
287,2013,0.3945205479452054,0,31.380416666666665,13.7647,100.5536,19.0
288,2013,0.3972602739726027,0,31.380416666666665,13.7647,100.5536,13.0
289,2013,0.4,0,31.462083333333336,13.7647,100.5536,21.0
290,2013,0.4027397260273972,0,32.63826086956522,13.7647,100.5536,22.0
291,2013,0.4054794520547945,0,33.383913043478266,13.7647,100.5536,26.0
292,2013,0.421917808219178,0,29.910416666666663,13.7647,100.5536,33.0
293,2013,0.4246575342465753,0,29.195833333333336,13.7647,100.5536,36.0
294,2013,0.4273972602739726,0,30.298333333333336,13.7647,100.5536,37.0
295,2013,0.4301369863013699,0,26.215,13.7647,100.5536,35.0
296,2013,0.4328767123287671,0,30.21666666666667,13.7647,100.5536,37.0
297,2013,0.4356164383561643,0,31.965294117647066,13.7647,100.5536,38.0
298,2013,0.4383561643835616,0,31.76833333333333,13.7647,100.5536,38.0
299,2013,0.4410958904109589,0,30.543333333333333,13.7647,100.5536,36.0
300,2013,0.4438356164383562,0,30.0125,13.7647,100.5536,35.0
301,2013,0.4465753424657534,0,28.256666666666664,13.7647,100.5536,37.0
302,2013,0.4493150684931506,0,30.23708333333333,13.7647,100.5536,37.0
303,2013,0.4520547945205479,0,31.03333333333333,13.7647,100.5536,39.0
304,2013,0.4547945205479452,0,31.25791666666667,13.7647,100.5536,41.0
305,2013,0.4575342465753425,0,30.951666666666664,13.7647,100.5536,40.0
306,2013,0.4602739726027397,0,30.931249999999995,13.7647,100.5536,43.0
307,2013,0.4630136986301369,0,29.89,13.7647,100.5536,37.0
308,2013,0.4657534246575342,0,30.522916666666664,13.7647,100.5536,38.0
309,2013,0.4684931506849315,0,30.66583333333333,13.7647,100.5536,38.0
310,2013,0.4712328767123288,0,30.56375,13.7647,100.5536,37.0
311,2013,0.473972602739726,0,29.0325,13.7647,100.5536,39.0
312,2013,0.4767123287671233,0,30.522916666666664,13.7647,100.5536,39.0
313,2013,0.5041095890410959,0,31.727500000000003,13.7647,100.5536,27.0
314,2013,0.5068493150684932,0,31.094583333333333,13.7647,100.5536,35.0
315,2013,0.5095890410958904,0,30.5025,13.7647,100.5536,35.0
316,2013,0.5123287671232877,0,29.66541666666667,13.7647,100.5536,29.0
317,2013,0.5150684931506849,0,28.99166666666667,13.7647,100.5536,20.0
318,2013,0.5178082191780822,0,28.70583333333333,13.7647,100.5536,21.0
319,2013,0.5205479452054794,0,29.155,13.7647,100.5536,25.0
320,2013,0.5232876712328767,0,29.89,13.7647,100.5536,27.0
321,2013,0.5260273972602739,0,29.99208333333333,13.7647,100.5536,28.0
322,2013,0.5287671232876713,0,30.808750000000003,13.7647,100.5536,19.0
323,2013,0.5315068493150685,0,30.461666666666662,13.7647,100.5536,20.0
324,2013,0.5342465753424658,0,29.542916666666667,13.7647,100.5536,14.0
325,2013,0.536986301369863,0,28.93041666666667,13.7647,100.5536,19.0
326,2013,0.5397260273972603,0,30.053333333333335,13.7647,100.5536,20.0
327,2013,0.5424657534246575,0,30.07375,13.7647,100.5536,25.0
328,2013,0.5452054794520548,0,28.767083333333336,13.7647,100.5536,19.0
329,2013,0.547945205479452,0,29.31833333333333,13.7647,100.5536,24.0
330,2013,0.5506849315068493,0,30.032916666666665,13.7647,100.5536,19.0
331,2013,0.5534246575342465,0,30.298333333333336,13.7647,100.5536,20.0
332,2013,0.5561643835616439,0,29.195833333333336,13.7647,100.5536,26.0
333,2013,0.5589041095890411,0,28.60375,13.7647,100.5536,21.0
334,2013,0.5616438356164384,0,29.93083333333333,13.7647,100.5536,27.0
335,2013,0.5643835616438356,0,30.461666666666662,13.7647,100.5536,18.0
336,2013,0.5671232876712329,0,28.96444444444445,13.7647,100.5536,30.0
337,2013,0.5698630136986301,0,29.052916666666665,13.7647,100.5536,26.0
338,2013,0.5726027397260274,0,29.420416666666668,13.7647,100.5536,16.0
339,2013,0.5753424657534246,0,28.42,13.7647,100.5536,19.0
340,2013,0.5780821917808219,0,29.399999999999995,13.7647,100.5536,22.0
341,2013,0.5808219178082191,0,30.359583333333333,13.7647,100.5536,27.0
342,2013,0.5835616438356165,0,29.787916666666664,13.7647,100.5536,26.0
343,2013,0.5863013698630137,0,29.155,13.7647,100.5536,24.0
344,2013,0.589041095890411,0,30.38000000000001,13.7647,100.5536,20.0
345,2013,0.5917808219178082,0,30.196250000000003,13.7647,100.5536,29.0
346,2013,0.5945205479452055,0,31.29875,13.7647,100.5536,32.0
347,2013,0.5972602739726027,0,27.195,13.7647,100.5536,27.0
348,2013,0.6,0,30.84958333333333,13.7647,100.5536,24.0
349,2013,0.6027397260273972,0,30.318750000000005,13.7647,100.5536,25.0
350,2013,0.6054794520547945,0,30.155416666666667,13.7647,100.5536,25.0
351,2013,0.6082191780821918,0,30.42083333333333,13.7647,100.5536,24.0
352,2013,0.6109589041095891,0,30.38,13.7647,100.5536,22.0
353,2013,0.6136986301369863,0,29.195833333333336,13.7647,100.5536,18.0
354,2013,0.6164383561643836,0,29.48166666666667,13.7647,100.5536,16.0
355,2013,0.6191780821917808,0,29.78791666666667,13.7647,100.5536,16.0
356,2013,0.6219178082191781,0,30.135,13.7647,100.5536,17.0
357,2013,0.6246575342465753,0,30.257500000000004,13.7647,100.5536,18.0
358,2013,0.6273972602739726,0,30.44125,13.7647,100.5536,22.0
359,2013,0.6301369863013698,0,30.91083333333333,13.7647,100.5536,20.0
360,2013,0.6328767123287671,0,30.625,13.7647,100.5536,17.0
361,2013,0.6356164383561644,0,30.277916666666663,13.7647,100.5536,21.0
362,2013,0.6383561643835617,0,28.19541666666667,13.7647,100.5536,23.0
363,2013,0.6410958904109589,0,28.072916666666668,13.7647,100.5536,22.0
364,2013,0.6438356164383562,0,29.359166666666667,13.7647,100.5536,27.0
365,2013,0.6465753424657534,0,29.542916666666667,13.7647,100.5536,23.0
366,2013,0.6493150684931507,0,30.40041666666667,13.7647,100.5536,25.0
367,2013,0.6520547945205479,0,31.074166666666667,13.7647,100.5536,25.0
368,2013,0.6547945205479452,0,30.135,13.7647,100.5536,33.0
369,2013,0.6575342465753424,0,30.298333333333336,13.7647,100.5536,23.0
370,2013,0.6602739726027397,0,29.68583333333333,13.7647,100.5536,23.0
371,2013,0.663013698630137,0,30.829166666666666,13.7647,100.5536,37.0
372,2013,0.6657534246575343,0,30.584166666666665,13.7647,100.5536,29.0
373,2013,0.6684931506849315,0,31.36,13.7647,100.5536,21.0
374,2013,0.6767123287671233,0,30.951666666666664,13.7647,100.5536,43.0
